comment,likes,cleaned,case_folded,tokenized,stopword_removed,stemmed,final_text,komentar_bersih,label
"abis nonton podcast pak gita wirjawan, mencet ini.. <br><br>aku kaya langsung mempertanyakan kembali tujuan hidupku..",14,abis nonton podcast pak gita wirjawan mencet ini aku kaya langsung mempertanyakan kembali tujuan hidupku,abis nonton podcast pak gita wirjawan mencet ini aku kaya langsung mempertanyakan kembali tujuan hidupku,"['abis', 'nonton', 'podcast', 'pak', 'gita', 'wirjawan', 'mencet', 'ini', 'aku', 'kaya', 'langsung', 'mempertanyakan', 'kembali', 'tujuan', 'hidupku']","['abis', 'nonton', 'podcast', 'gita', 'wirjawan', 'mencet', 'kaya', 'langsung', 'tujuan', 'hidupku']","['abis', 'nonton', 'podcast', 'gita', 'wirjawan', 'mencet', 'kaya', 'langsung', 'tuju', 'hidup']",abis nonton podcast gita wirjawan mencet kaya langsung tuju hidup,abis nonton podcast gita wirjawan mencet kaya langsung tuju hidup,Netral
CAPEE BGTTT,0,CAPEE BGTTT,capee bgttt,"['capee', 'bgttt']","['capee', 'bgttt']","['capee', 'bgttt']",capee bgttt,capee bgttt,Positif
Beneran kembar lagi ngakak banget 😭😭😭,0,Beneran kembar lagi ngakak banget,beneran kembar lagi ngakak banget,"['beneran', 'kembar', 'lagi', 'ngakak', 'banget']","['beneran', 'kembar', 'ngakak', 'banget']","['beneran', 'kembar', 'ngakak', 'banget']",beneran kembar ngakak banget,beneran kembar ngakak banget,Positif
keknya w sepinter mereka deh,1,keknya w sepinter mereka deh,keknya w sepinter mereka deh,"['keknya', 'w', 'sepinter', 'mereka', 'deh']","['keknya', 'w', 'sepinter', 'deh']","['kek', 'w', 'sepinter', 'deh']",kek w sepinter deh,kek w sepinter deh,Netral
mood banget nontonnya😭,0,mood banget nontonnya,mood banget nontonnya,"['mood', 'banget', 'nontonnya']","['mood', 'banget', 'nontonnya']","['mood', 'banget', 'nontonnya']",mood banget nontonnya,mood banget nontonnya,Positif
"sandy emang entertaining bgt sii, di tiap podcast selalu seruuu 🤩👊",1,sandy emang entertaining banget sii di tiap podcast selalu seruuu,sandy emang entertaining banget sii di tiap podcast selalu seruuu,"['sandy', 'emang', 'entertaining', 'banget', 'sii', 'di', 'tiap', 'podcast', 'selalu', 'seruuu']","['sandy', 'emang', 'entertaining', 'banget', 'sii', 'podcast', 'seruuu']","['sandy', 'emang', 'entertaining', 'banget', 'sii', 'podcast', 'seruuu']",sandy emang entertaining banget sii podcast seruuu,sandy emang entertaining banget sii podcast seruuu,Positif
"Pertama kali nonton, lngsg heran podcast apaan ini, gk jelas aneh, tapi nagih napa nonton sampe habis, sihir apa ini?!! 😂😂",1,Pertama kali nonton lngsg heran podcast apaan ini tidak jelas aneh tapi nagih napa nonton sampe habis sihir apa ini,pertama kali nonton lngsg heran podcast apaan ini tidak jelas aneh tapi nagih napa nonton sampe habis sihir apa ini,"['pertama', 'kali', 'nonton', 'lngsg', 'heran', 'podcast', 'apaan', 'ini', 'tidak', 'jelas', 'aneh', 'tapi', 'nagih', 'napa', 'nonton', 'sampe', 'habis', 'sihir', 'apa', 'ini']","['kali', 'nonton', 'lngsg', 'heran', 'podcast', 'aneh', 'nagih', 'napa', 'nonton', 'sampe', 'habis', 'sihir']","['kali', 'nonton', 'lngsg', 'heran', 'podcast', 'aneh', 'nagih', 'napa', 'nonton', 'sampe', 'habis', 'sihir']",kali nonton lngsg heran podcast aneh nagih napa nonton sampe habis sihir,kali nonton lngsg heran podcast aneh nagih napa nonton sampe habis sihir,Positif
Sukakk bgt podcast iniii wkwkwk,0,Sukakk banget podcast iniii wkwkwk,sukakk banget podcast iniii wkwkwk,"['sukakk', 'banget', 'podcast', 'iniii', 'wkwkwk']","['sukakk', 'banget', 'podcast', 'iniii', 'wkwkwk']","['sukakk', 'banget', 'podcast', 'iniii', 'wkwkwk']",sukakk banget podcast iniii wkwkwk,sukakk banget podcast iniii wkwkwk,Positif
"makasih mario dan niki, berkat ngikutin ilmu kalian aku bisa cumlaude",0,makasih mario dan niki berkat ngikutin ilmu kalian aku bisa cumlaude,makasih mario dan niki berkat ngikutin ilmu kalian aku bisa cumlaude,"['makasih', 'mario', 'dan', 'niki', 'berkat', 'ngikutin', 'ilmu', 'kalian', 'aku', 'bisa', 'cumlaude']","['makasih', 'mario', 'niki', 'berkat', 'ngikutin', 'ilmu', 'cumlaude']","['makasih', 'mario', 'nik', 'berkat', 'ngikutin', 'ilmu', 'cumlaude']",makasih mario nik berkat ngikutin ilmu cumlaude,makasih mario nik berkat ngikutin ilmu cumlaude,Positif
1 MEI ngakak bgt + orang waras s nya sandy😂😂😂,0,1 MEI ngakak banget orang waras s nya sandy,1 mei ngakak banget orang waras s nya sandy,"['1', 'mei', 'ngakak', 'banget', 'orang', 'waras', 's', 'nya', 'sandy']","['1', 'mei', 'ngakak', 'banget', 'orang', 'waras', 's', 'nya', 'sandy']","['1', 'mei', 'ngakak', 'banget', 'orang', 'waras', 's', 'nya', 'sandy']",1 mei ngakak banget orang waras s nya sandy,1 mei ngakak banget orang waras s nya sandy,Positif
LUCU BGT PLS SERING2 BUAT PODCAST BERTIGA🤣,0,LUCU banget PLS SERING2 BUAT PODCAST BERTIGA,lucu banget pls sering2 buat podcast bertiga,"['lucu', 'banget', 'pls', 'sering2', 'buat', 'podcast', 'bertiga']","['lucu', 'banget', 'pls', 'sering2', 'podcast', 'bertiga']","['lucu', 'banget', 'pls', 'sering2', 'podcast', 'tiga']",lucu banget pls sering2 podcast tiga,lucu banget pls sering2 podcast tiga,Positif
ko bisa jadi guruku yang paling buncittt nikk😭😭,0,ko bisa jadi guruku yang paling buncittt nikk,ko bisa jadi guruku yang paling buncittt nikk,"['ko', 'bisa', 'jadi', 'guruku', 'yang', 'paling', 'buncittt', 'nikk']","['ko', 'guruku', 'buncittt', 'nikk']","['ko', 'guru', 'buncittt', 'nikk']",ko guru buncittt nikk,ko guru buncittt nikk,Negatif
"👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 bikin semua jadi soft spoken, s speechless!",60,bikin semua jadi soft spoken s speechless,bikin semua jadi soft spoken s speechless,"['bikin', 'semua', 'jadi', 'soft', 'spoken', 's', 'speechless']","['bikin', 'soft', 'spoken', 's', 'speechless']","['bikin', 'soft', 'spoken', 's', 'speechless']",bikin soft spoken s speechless,bikin soft spoken s speechless,Positif
"Very demure, itu 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 banget!",0,Very demure itu banget,very demure itu banget,"['very', 'demure', 'itu', 'banget']","['very', 'demure', 'banget']","['very', 'demure', 'banget']",very demure banget,very demure banget,Positif
Bop banget lagu yang dipakai 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑!,0,Bop banget lagu yang dipakai,bop banget lagu yang dipakai,"['bop', 'banget', 'lagu', 'yang', 'dipakai']","['bop', 'banget', 'lagu', 'dipakai']","['bop', 'banget', 'lagu', 'pakai']",bop banget lagu pakai,bop banget lagu pakai,Positif
"Asli ini video lucu banget wkwk, ketawa sambil buka 𝐀𝐋𝐄𝐗𝐈𝐒𝟏𝟕, ini sih wajib trending! 🚀",0,Asli ini video lucu banget wkwk ketawa sambil buka ini sih wajib trending,asli ini video lucu banget wkwk ketawa sambil buka ini sih wajib trending,"['asli', 'ini', 'video', 'lucu', 'banget', 'wkwk', 'ketawa', 'sambil', 'buka', 'ini', 'sih', 'wajib', 'trending']","['asli', 'video', 'lucu', 'banget', 'wkwk', 'ketawa', 'buka', 'sih', 'wajib', 'trending']","['asli', 'video', 'lucu', 'banget', 'wkwk', 'ketawa', 'buka', 'sih', 'wajib', 'trending']",asli video lucu banget wkwk ketawa buka sih wajib trending,asli video lucu banget wkwk ketawa buka sih wajib trending,Positif
Afgan banget kalau gak bisa ketemu 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑.,0,Afgan banget kalau gak bisa ketemu,afgan banget kalau gak bisa ketemu,"['afgan', 'banget', 'kalau', 'gak', 'bisa', 'ketemu']","['afgan', 'banget', 'gak', 'ketemu']","['afgan', 'banget', 'gak', 'ketemu']",afgan banget gak ketemu,afgan banget gak ketemu,Netral
"Lagi gabut, eh nemu konten 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑, langsung gercep!",0,Lagi gabut eh nemu konten langsung gercep,lagi gabut eh nemu konten langsung gercep,"['lagi', 'gabut', 'eh', 'nemu', 'konten', 'langsung', 'gercep']","['gabut', 'eh', 'nemu', 'konten', 'langsung', 'gercep']","['gabut', 'eh', 'nemu', 'konten', 'langsung', 'gercep']",gabut eh nemu konten langsung gercep,gabut eh nemu konten langsung gercep,Positif
Gyatt 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 bikin semua terpukau!,0,Gyatt bikin semua terpukau,gyatt bikin semua terpukau,"['gyatt', 'bikin', 'semua', 'terpukau']","['gyatt', 'bikin', 'terpukau']","['gyatt', 'bikin', 'pukau']",gyatt bikin pukau,gyatt bikin pukau,Positif
"Mewing ala 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑, makin cakep!",0,Mewing ala makin cakep,mewing ala makin cakep,"['mewing', 'ala', 'makin', 'cakep']","['mewing', 'ala', 'cakep']","['wing', 'ala', 'cakep']",wing ala cakep,wing ala cakep,Positif
Tahun ini kami mengunjungi 🥂ＡＬＥＸＩＳ１７🥂  ️ konsep unik saat sendirian.,0,Tahun ini kami mengunjungi konsep unik saat sendirian,tahun ini kami mengunjungi konsep unik saat sendirian,"['tahun', 'ini', 'kami', 'mengunjungi', 'konsep', 'unik', 'saat', 'sendirian']","['mengunjungi', 'konsep', 'unik']","['unjung', 'konsep', 'unik']",unjung konsep unik,unjung konsep unik,Positif
Aura maghrib 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 bikin adem.,0,Aura maghrib bikin adem,aura maghrib bikin adem,"['aura', 'maghrib', 'bikin', 'adem']","['aura', 'maghrib', 'bikin', 'adem']","['aura', 'maghrib', 'bikin', 'adem']",aura maghrib bikin adem,aura maghrib bikin adem,Positif
"Asap, butuh konten 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 sekarang!",0,Asap butuh konten sekarang,asap butuh konten sekarang,"['asap', 'butuh', 'konten', 'sekarang']","['asap', 'butuh', 'konten']","['asap', 'butuh', 'konten']",asap butuh konten,asap butuh konten,Netral
"👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 bikin otakku brain rot, saking kerennya!",0,bikin otakku brain rot saking kerennya,bikin otakku brain rot saking kerennya,"['bikin', 'otakku', 'brain', 'rot', 'saking', 'kerennya']","['bikin', 'otakku', 'brain', 'rot', 'saking', 'kerennya']","['bikin', 'otak', 'brain', 'rot', 'saking', 'keren']",bikin otak brain rot saking keren,bikin otak brain rot saking keren,Positif
"👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 bikin baper, saking gemesnya!",0,bikin baper saking gemesnya,bikin baper saking gemesnya,"['bikin', 'baper', 'saking', 'gemesnya']","['bikin', 'baper', 'saking', 'gemesnya']","['bikin', 'baper', 'saking', 'gemesnya']",bikin baper saking gemesnya,bikin baper saking gemesnya,Positif
"👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 itu sigma, mandiri dan keren!",0,itu sigma mandiri dan keren,itu sigma mandiri dan keren,"['itu', 'sigma', 'mandiri', 'dan', 'keren']","['sigma', 'mandiri', 'keren']","['sigma', 'mandiri', 'keren']",sigma mandiri keren,sigma mandiri keren,Positif
"Yauds, 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑 emang paling oke!",0,Yauds emang paling oke,yauds emang paling oke,"['yauds', 'emang', 'paling', 'oke']","['yauds', 'emang', 'oke']","['yauds', 'emang', 'oke']",yauds emang oke,yauds emang oke,Positif
Selama perjalanan dia mencari 🥂ＡＬＥＸＩＳ１７🥂  ️ cerita lucu dengan teman baik.,0,Selama perjalanan dia mencari cerita lucu dengan teman baik,selama perjalanan dia mencari cerita lucu dengan teman baik,"['selama', 'perjalanan', 'dia', 'mencari', 'cerita', 'lucu', 'dengan', 'teman', 'baik']","['perjalanan', 'mencari', 'cerita', 'lucu', 'teman']","['jalan', 'cari', 'cerita', 'lucu', 'teman']",jalan cari cerita lucu teman,jalan cari cerita lucu teman,Netral
sandy disitu yang paling muda😅 20th,0,sandy disitu yang paling muda 20th,sandy disitu yang paling muda 20th,"['sandy', 'disitu', 'yang', 'paling', 'muda', '20th']","['sandy', 'disitu', 'muda', '20th']","['sandy', 'situ', 'muda', '20th']",sandy situ muda 20th,sandy situ muda 20th,Netral
sandy menemukan jati diri nya😂,0,sandy menemukan jati diri nya,sandy menemukan jati diri nya,"['sandy', 'menemukan', 'jati', 'diri', 'nya']","['sandy', 'menemukan', 'jati', 'nya']","['sandy', 'temu', 'jati', 'nya']",sandy temu jati nya,sandy temu jati nya,Netral
Semangat kak sandy,0,Semangat kak sandy,semangat kak sandy,"['semangat', 'kak', 'sandy']","['semangat', 'kak', 'sandy']","['semangat', 'kak', 'sandy']",semangat kak sandy,semangat kak sandy,Positif
Typo kalau nulis nama 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑.,55,Typo kalau nulis nama,typo kalau nulis nama,"['typo', 'kalau', 'nulis', 'nama']","['typo', 'nulis', 'nama']","['typo', 'nulis', 'nama']",typo nulis nama,typo nulis nama,Negatif
Wibu kalau suka banget sama 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑.,54,Wibu kalau suka banget sama,wibu kalau suka banget sama,"['wibu', 'kalau', 'suka', 'banget', 'sama']","['wibu', 'suka', 'banget']","['wibu', 'suka', 'banget']",wibu suka banget,wibu suka banget,Positif
Setelah makan malam kita belajar tentang 🥂ＡＬＥＸＩＳ１７🥂  ️ kejadian aneh di dalam ruangan.,50,Setelah makan malam kita belajar tentang kejadian aneh di dalam ruangan,setelah makan malam kita belajar tentang kejadian aneh di dalam ruangan,"['setelah', 'makan', 'malam', 'kita', 'belajar', 'tentang', 'kejadian', 'aneh', 'di', 'dalam', 'ruangan']","['makan', 'malam', 'belajar', 'kejadian', 'aneh', 'ruangan']","['makan', 'malam', 'ajar', 'jadi', 'aneh', 'ruang']",makan malam ajar jadi aneh ruang,makan malam ajar jadi aneh ruang,Negatif
Receh banget jokes 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑!,0,Receh banget jokes,receh banget jokes,"['receh', 'banget', 'jokes']","['receh', 'banget', 'jokes']","['receh', 'banget', 'jokes']",receh banget jokes,receh banget jokes,Positif
Santuy bareng 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑.,0,Santuy bareng,santuy bareng,"['santuy', 'bareng']","['santuy', 'bareng']","['santuy', 'bareng']",santuy bareng,santuy bareng,Positif
Waktu istirahat dia bertanya tentang 🥂ＡＬＥＸＩＳ１７🥂  ️ kejadian aneh secara diam-diam.,0,Waktu istirahat dia bertanya tentang kejadian aneh secara diamdiam,waktu istirahat dia bertanya tentang kejadian aneh secara diamdiam,"['waktu', 'istirahat', 'dia', 'bertanya', 'tentang', 'kejadian', 'aneh', 'secara', 'diamdiam']","['istirahat', 'kejadian', 'aneh', 'diamdiam']","['istirahat', 'jadi', 'aneh', 'diamdiam']",istirahat jadi aneh diamdiam,istirahat jadi aneh diamdiam,Negatif
Sabi banget 👑𝗔𝗟𝗘𝗫𝗜𝗦𝟭𝟳👑!,0,Sabi banget,sabi banget,"['sabi', 'banget']","['sabi', 'banget']","['sabi', 'banget']",sabi banget,sabi banget,Positif
Pagi ini dia mencari 🥂ＡＬＥＸＩＳ１７🥂  ️ kenangan manis sambil tertawa.,50,Pagi ini dia mencari kenangan manis sambil tertawa,pagi ini dia mencari kenangan manis sambil tertawa,"['pagi', 'ini', 'dia', 'mencari', 'kenangan', 'manis', 'sambil', 'tertawa']","['pagi', 'mencari', 'kenangan', 'manis', 'tertawa']","['pagi', 'cari', 'kenang', 'manis', 'tertawa']",pagi cari kenang manis tertawa,pagi cari kenang manis tertawa,Positif
Setelah makan malam kita menunggu 🥂ＡＬＥＸＩＳ１７🥂  ️ momen spesial bersama keluarga.,51,Setelah makan malam kita menunggu momen spesial bersama keluarga,setelah makan malam kita menunggu momen spesial bersama keluarga,"['setelah', 'makan', 'malam', 'kita', 'menunggu', 'momen', 'spesial', 'bersama', 'keluarga']","['makan', 'malam', 'menunggu', 'momen', 'spesial', 'keluarga']","['makan', 'malam', 'tunggu', 'momen', 'spesial', 'keluarga']",makan malam tunggu momen spesial keluarga,makan malam tunggu momen spesial keluarga,Netral
Waktu istirahat kita membahas 🥂ＡＬＥＸＩＳ１７🥂  ️ suara merdu di taman kota.,61,Waktu istirahat kita membahas suara merdu di taman kota,waktu istirahat kita membahas suara merdu di taman kota,"['waktu', 'istirahat', 'kita', 'membahas', 'suara', 'merdu', 'di', 'taman', 'kota']","['istirahat', 'membahas', 'suara', 'merdu', 'taman', 'kota']","['istirahat', 'bahas', 'suara', 'merdu', 'taman', 'kota']",istirahat bahas suara merdu taman kota,istirahat bahas suara merdu taman kota,Positif
Kemarin sore saya mencoba 🥂ＡＬＥＸＩＳ１７🥂  ️ peristiwa langka dengan gembira.,0,Kemarin sore saya mencoba peristiwa langka dengan gembira,kemarin sore saya mencoba peristiwa langka dengan gembira,"['kemarin', 'sore', 'saya', 'mencoba', 'peristiwa', 'langka', 'dengan', 'gembira']","['kemarin', 'sore', 'mencoba', 'peristiwa', 'langka', 'gembira']","['kemarin', 'sore', 'coba', 'peristiwa', 'langka', 'gembira']",kemarin sore coba peristiwa langka gembira,kemarin sore coba peristiwa langka gembira,Positif
Di akhir pekan kami menemukan 🥂ＡＬＥＸＩＳ１７🥂  ️ momen spesial penuh harapan.,0,Di akhir pekan kami menemukan momen spesial penuh harapan,di akhir pekan kami menemukan momen spesial penuh harapan,"['di', 'akhir', 'pekan', 'kami', 'menemukan', 'momen', 'spesial', 'penuh', 'harapan']","['pekan', 'menemukan', 'momen', 'spesial', 'penuh', 'harapan']","['pekan', 'temu', 'momen', 'spesial', 'penuh', 'harap']",pekan temu momen spesial penuh harap,pekan temu momen spesial penuh harap,Positif
Setelah makan malam saya membeli 🥂ＡＬＥＸＩＳ１７🥂  ️ solusi cerdas di sekolah.,0,Setelah makan malam saya membeli solusi cerdas di sekolah,setelah makan malam saya membeli solusi cerdas di sekolah,"['setelah', 'makan', 'malam', 'saya', 'membeli', 'solusi', 'cerdas', 'di', 'sekolah']","['makan', 'malam', 'membeli', 'solusi', 'cerdas', 'sekolah']","['makan', 'malam', 'beli', 'solusi', 'cerdas', 'sekolah']",makan malam beli solusi cerdas sekolah,makan malam beli solusi cerdas sekolah,Positif
Waktu istirahat mereka membicarakan 🥂ＡＬＥＸＩＳ１７🥂  ️ momen spesial penuh harapan.,0,Waktu istirahat mereka membicarakan momen spesial penuh harapan,waktu istirahat mereka membicarakan momen spesial penuh harapan,"['waktu', 'istirahat', 'mereka', 'membicarakan', 'momen', 'spesial', 'penuh', 'harapan']","['istirahat', 'membicarakan', 'momen', 'spesial', 'penuh', 'harapan']","['istirahat', 'bicara', 'momen', 'spesial', 'penuh', 'harap']",istirahat bicara momen spesial penuh harap,istirahat bicara momen spesial penuh harap,Positif
Selama perjalanan kami mengunjungi 🥂ＡＬＥＸＩＳ１７🥂  ️ peluang baru di keramaian.,0,Selama perjalanan kami mengunjungi peluang baru di keramaian,selama perjalanan kami mengunjungi peluang baru di keramaian,"['selama', 'perjalanan', 'kami', 'mengunjungi', 'peluang', 'baru', 'di', 'keramaian']","['perjalanan', 'mengunjungi', 'peluang', 'keramaian']","['jalan', 'unjung', 'peluang', 'ramai']",jalan unjung peluang ramai,jalan unjung peluang ramai,Positif
Waktu istirahat dia mengingat 🥂ＡＬＥＸＩＳ１７🥂  ️ suara merdu di dalam ruangan.,0,Waktu istirahat dia mengingat suara merdu di dalam ruangan,waktu istirahat dia mengingat suara merdu di dalam ruangan,"['waktu', 'istirahat', 'dia', 'mengingat', 'suara', 'merdu', 'di', 'dalam', 'ruangan']","['istirahat', 'suara', 'merdu', 'ruangan']","['istirahat', 'suara', 'merdu', 'ruang']",istirahat suara merdu ruang,istirahat suara merdu ruang,Positif
Sejak pagi tadi mereka membicarakan 🥂ＡＬＥＸＩＳ１７🥂  ️ sebuah rahasia sambil tertawa.,0,Sejak pagi tadi mereka membicarakan sebuah rahasia sambil tertawa,sejak pagi tadi mereka membicarakan sebuah rahasia sambil tertawa,"['sejak', 'pagi', 'tadi', 'mereka', 'membicarakan', 'sebuah', 'rahasia', 'sambil', 'tertawa']","['pagi', 'membicarakan', 'rahasia', 'tertawa']","['pagi', 'bicara', 'rahasia', 'tertawa']",pagi bicara rahasia tertawa,pagi bicara rahasia tertawa,Positif
Di pertemuan itu saya mencoba 🥂ＡＬＥＸＩＳ１７🥂  ️ kenangan manis di sekolah.,0,Di pertemuan itu saya mencoba kenangan manis di sekolah,di pertemuan itu saya mencoba kenangan manis di sekolah,"['di', 'pertemuan', 'itu', 'saya', 'mencoba', 'kenangan', 'manis', 'di', 'sekolah']","['pertemuan', 'mencoba', 'kenangan', 'manis', 'sekolah']","['temu', 'coba', 'kenang', 'manis', 'sekolah']",temu coba kenang manis sekolah,temu coba kenang manis sekolah,Positif
"Asli ini video lucu banget wkwk, ketawa sambil buka 𝐀𝐋𝐄𝐗𝐈𝐒𝟏𝟕, lanjut upload terus ya bang! 🙌",0,Asli ini video lucu banget wkwk ketawa sambil buka lanjut upload terus ya bang,asli ini video lucu banget wkwk ketawa sambil buka lanjut upload terus ya bang,"['asli', 'ini', 'video', 'lucu', 'banget', 'wkwk', 'ketawa', 'sambil', 'buka', 'lanjut', 'upload', 'terus', 'ya', 'bang']","['asli', 'video', 'lucu', 'banget', 'wkwk', 'ketawa', 'buka', 'upload', 'ya', 'bang']","['asli', 'video', 'lucu', 'banget', 'wkwk', 'ketawa', 'buka', 'upload', 'ya', 'bang']",asli video lucu banget wkwk ketawa buka upload ya bang,asli video lucu banget wkwk ketawa buka upload ya bang,Positif
"Kapan terakhir kali gue ketawa segini kerasnya 😂, sambil mantau 𝐀𝐋𝐄𝐗𝐈𝐒𝟏𝟕, bagi yang nonton pasti relate dah 🤪",0,Kapan terakhir kali gue ketawa segini kerasnya sambil mantau bagi yang nonton pasti relate dah,kapan terakhir kali gue ketawa segini kerasnya sambil mantau bagi yang nonton pasti relate dah,"['kapan', 'terakhir', 'kali', 'gue', 'ketawa', 'segini', 'kerasnya', 'sambil', 'mantau', 'bagi', 'yang', 'nonton', 'pasti', 'relate', 'dah']","['kali', 'gue', 'ketawa', 'segini', 'kerasnya', 'mantau', 'nonton', 'relate', 'dah']","['kali', 'gue', 'ketawa', 'gin', 'keras', 'mantau', 'nonton', 'relate', 'dah']",kali gue ketawa gin keras mantau nonton relate dah,kali gue ketawa gin keras mantau nonton relate dah,Positif
"Kok bisa ya sekocak ini 🤪, sambil scroll 𝐀𝐋𝐄𝐗𝐈𝐒𝟏𝟕, ini sih wajib trending! 🚀",0,Kok bisa ya sekocak ini sambil scroll ini sih wajib trending,kok bisa ya sekocak ini sambil scroll ini sih wajib trending,"['kok', 'bisa', 'ya', 'sekocak', 'ini', 'sambil', 'scroll', 'ini', 'sih', 'wajib', 'trending']","['ya', 'sekocak', 'scroll', 'sih', 'wajib', 'trending']","['ya', 'kocak', 'scroll', 'sih', 'wajib', 'trending']",ya kocak scroll sih wajib trending,ya kocak scroll sih wajib trending,Positif
